puzzle_id,source,source_record_id,source_difficulty,sampling_seed,clue_count,empty_cells,mean_domain_size,domain_variance,min_domain_size,max_domain_size,singleton_count,singleton_ratio,pair_count,pair_ratio,triple_count,triple_ratio,candidate_domain_entropy,row_clue_variance,column_clue_variance,box_clue_variance,min_row_clues,max_row_clues,min_column_clues,max_column_clues,min_box_clues,max_box_clues,prop_initial_empty,prop_initial_singletons,prop_forced_assignments,prop_rounds,prop_reduction_ratio,prop_residual_empty,prop_initial_mean_domain,prop_final_mean_domain,prop_final_singletons,prop_contradiction,prop_solved,recursive_calls,log_recursive_calls,backtracked_assignments,candidate_checks,backtrack_events,max_depth,solution_depth,solved,solution_valid
SE0070,sudoku_exchange,hard:251234,hard,2026,32,49,3.183673469387755,1.0070803831736779,1,5,1,0.02040816326530612,13,0.2653061224489796,16,0.32653061224489793,1.5912049078770472,2.6913580246913584,2.6913580246913584,2.469135802469136,1,5,1,5,0,5,49,1,2,2,0.04081632653061224,47,3.183673469387755,3.148936170212766,0,0,0,83,4.430816798843313,33,536,19,49,49,1,1
SE0071,sudoku_exchange,hard:268934,hard,2026,25,56,3.875,1.2879464285714286,2,6,0,0.0,6,0.10714285714285714,16,0.2857142857142857,1.8886879976759237,1.7283950617283952,1.2839506172839508,0.17283950617283947,1,5,2,5,2,3,56,0,0,0,0.0,56,3.875,3.875,0,0,0,65970,11.096970530507365,65913,593504,46233,56,56,1,1
SE0072,sudoku_exchange,hard:271575,hard,2026,28,53,3.452830188679245,0.9270202919188325,1,5,2,0.03773584905660377,7,0.1320754716981132,14,0.2641509433962264,1.7131908581987358,0.54320987654321,0.54320987654321,1.654320987654321,2,4,2,4,2,6,53,2,5,2,0.09433962264150944,48,3.452830188679245,3.2083333333333335,0,0,0,16523,9.712569148516655,16469,148488,11483,53,53,1,1
SE0073,sudoku_exchange,hard:13305,hard,2026,28,53,3.6792452830188678,1.765040939836239,1,7,2,0.03773584905660377,6,0.11320754716981132,19,0.3584905660377358,1.7747039550769732,2.765432098765432,2.7654320987654324,2.9876543209876543,0,6,2,6,1,5,53,2,4,3,0.07547169811320754,49,3.6792452830188678,3.4285714285714284,0,0,0,21541,9.977759796910716,21487,193657,14004,53,53,1,1
SE0074,sudoku_exchange,hard:301737,hard,2026,26,55,3.5454545454545454,1.0479338842975212,2,6,0,0.0,9,0.16363636363636364,18,0.32727272727272727,1.7627772123388126,1.2098765432098764,0.54320987654321,2.3209876543209877,1,4,2,4,1,6,55,0,0,0,0.0,55,3.5454545454545454,3.5454545454545454,0,0,0,2059,7.630461261783627,2003,18300,1453,55,55,1,1
SE0075,sudoku_exchange,hard:117716,hard,2026,26,55,3.6545454545454548,1.2079338842975207,1,6,1,0.01818181818181818,6,0.10909090909090909,20,0.36363636363636365,1.7951329482638883,2.0987654320987654,1.654320987654321,0.7654320987654322,1,5,1,4,2,4,55,1,1,1,0.01818181818181818,54,3.6545454545454548,3.537037037037037,0,0,0,9599,9.169518377455928,9543,86159,6500,55,55,1,1
SE0076,sudoku_exchange,diabolical:100379,diabolical,2026,25,56,3.5892857142857144,1.0277423469387759,2,6,0,0.0,9,0.16071428571428573,17,0.30357142857142855,1.7812251064616866,1.5061728395061729,0.17283950617283947,0.8395061728395063,0,4,2,3,2,5,56,0,0,0,0.0,56,3.5892857142857144,3.5892857142857144,0,0,0,48085,10.780746353436525,48028,432522,33442,56,56,1,1
SE0077,sudoku_exchange,diabolical:16909,diabolical,2026,26,55,3.5454545454545454,1.0842975206611571,2,5,0,0.0,10,0.18181818181818182,18,0.32727272727272727,1.7584434590275737,2.0987654320987654,0.54320987654321,0.54320987654321,0,4,2,4,2,4,55,0,0,0,0.0,55,3.5454545454545454,3.5454545454545454,0,0,0,14543,9.58493381641726,14487,130658,9874,55,55,1,1
SE0078,sudoku_exchange,diabolical:107235,diabolical,2026,28,53,3.5849056603773586,1.1861872552509796,1,6,1,0.018867924528301886,8,0.1509433962264151,16,0.3018867924528302,1.7638787086041636,0.3209876543209877,0.3209876543209877,1.4320987654320987,2,4,2,4,0,4,53,1,6,4,0.11320754716981132,47,3.5849056603773586,3.1702127659574466,0,0,0,5990,8.698013622083925,5936,53708,4086,53,53,1,1
SE0079,sudoku_exchange,diabolical:6408,diabolical,2026,26,55,3.6363636363636362,0.9223140495867768,2,6,0,0.0,6,0.10909090909090909,20,0.36363636363636365,1.8091544266185082,0.3209876543209877,1.432098765432099,0.54320987654321,2,4,2,5,2,4,55,0,0,0,0.0,55,3.6363636363636362,3.6363636363636362,0,0,0,6232,8.73761303680885,6176,55868,4264,55,55,1,1
SE0080,sudoku_exchange,diabolical:92362,diabolical,2026,29,52,3.3076923076923075,1.289940828402367,1,7,1,0.019230769230769232,8,0.15384615384615385,28,0.5384615384615384,1.6458663198882344,1.7283950617283952,1.7283950617283952,2.6172839506172836,1,5,1,5,1,5,52,1,2,2,0.038461538461538464,50,3.3076923076923075,3.32,0,0,0,15531,9.650657690851558,15478,139557,10992,52,52,1,1
SE0081,sudoku_exchange,diabolical:68580,diabolical,2026,28,53,3.358490566037736,0.7205411178355291,1,5,1,0.018867924528301886,6,0.11320754716981132,23,0.4339622641509434,1.6932424508704917,0.7654320987654322,0.7654320987654322,0.09876543209876545,2,4,2,4,3,4,53,1,2,2,0.03773584905660377,51,3.358490566037736,3.1372549019607843,0,0,0,13254,9.492130118723125,13200,119056,9303,53,53,1,1
SE0082,sudoku_exchange,diabolical:116238,diabolical,2026,25,56,3.7857142857142856,1.7755102040816335,1,7,1,0.017857142857142856,9,0.16071428571428573,16,0.2857142857142857,1.8206197245687552,1.950617283950617,1.0617283950617287,0.8395061728395062,0,5,1,4,2,4,56,1,3,3,0.05357142857142857,53,3.7857142857142856,3.6226415094339623,0,0,0,229419,12.343309663835258,229362,2064521,164648,56,56,1,1
SE0083,sudoku_exchange,diabolical:87882,diabolical,2026,28,53,3.547169811320755,1.1534353862584548,2,6,0,0.0,10,0.18867924528301888,17,0.32075471698113206,1.7560478123913552,0.54320987654321,0.54320987654321,3.209876543209876,2,4,2,4,0,5,53,0,0,0,0.0,53,3.547169811320755,3.547169811320755,0,0,0,1316,7.183111701743281,1262,11622,786,53,53,1,1
SE0084,sudoku_exchange,diabolical:13445,diabolical,2026,24,57,3.8771929824561404,1.1603570329332111,2,6,0,0.0,7,0.12280701754385964,11,0.19298245614035087,1.8935934170287272,1.3333333333333335,1.7777777777777777,0.2222222222222222,1,4,0,4,2,3,57,0,0,0,0.0,57,3.8771929824561404,3.8771929824561404,0,0,0,70809,11.167755512645819,70751,637045,48675,57,57,1,1
SE0085,sudoku_exchange,diabolical:94019,diabolical,2026,28,53,3.452830188679245,0.8515485938056249,2,6,0,0.0,8,0.1509433962264151,20,0.37735849056603776,1.733846282822285,0.3209876543209877,0.3209876543209877,1.4320987654320987,2,4,2,4,0,4,53,0,0,0,0.0,53,3.452830188679245,3.452830188679245,0,0,0,13209,9.488729397516371,13155,118665,8757,53,53,1,1
SE0086,sudoku_exchange,diabolical:81568,diabolical,2026,28,53,3.4150943396226414,1.1861872552509802,1,6,1,0.018867924528301886,7,0.1320754716981132,26,0.49056603773584906,1.6961411526459949,0.7654320987654322,1.654320987654321,1.8765432098765433,2,4,1,4,1,5,53,1,1,1,0.018867924528301886,52,3.4150943396226414,3.2884615384615383,0,0,0,728,6.591673732008658,674,6333,509,53,53,1,1
SE0087,sudoku_exchange,diabolical:56284,diabolical,2026,32,49,3.163265306122449,0.7896709704289882,1,5,1,0.02040816326530612,10,0.20408163265306123,21,0.42857142857142855,1.59693871020013,0.4691358024691357,0.4691358024691357,0.24691358024691354,2,4,2,4,3,4,49,1,1,1,0.02040816326530612,48,3.163265306122449,3.2083333333333335,0,0,0,1110,7.01301578963963,1060,9787,753,49,49,1,1
SE0088,sudoku_exchange,diabolical:61610,diabolical,2026,27,54,3.9444444444444446,1.1265432098765433,2,7,0,0.0,3,0.05555555555555555,15,0.2777777777777778,1.9284166132495144,1.5555555555555556,1.5555555555555556,3.3333333333333335,1,5,1,5,1,5,54,0,0,0,0.0,54,3.9444444444444446,3.9444444444444446,0,0,0,61156,11.02119960717217,61101,550166,43527,54,54,1,1
SE0089,sudoku_exchange,diabolical:18667,diabolical,2026,30,51,3.450980392156863,1.1103421760861203,1,5,2,0.0392156862745098,8,0.1568627450980392,14,0.27450980392156865,1.7012725444940218,0.6666666666666666,1.3333333333333333,2.0,2,4,2,5,1,5,51,2,2,1,0.0392156862745098,49,3.450980392156863,3.36734693877551,0,0,0,8357,9.03097444300786,8305,74976,5883,51,51,1,1
SE0090,sudoku_exchange,diabolical:63192,diabolical,2026,28,53,3.4150943396226414,1.0352438590245645,2,5,0,0.0,10,0.18867924528301888,22,0.41509433962264153,1.7058563030118197,1.4320987654320987,1.4320987654320987,0.9876543209876544,0,4,0,4,2,4,53,0,0,0,0.0,53,3.4150943396226414,3.4150943396226414,0,0,0,1129,7.029972911706386,1075,9938,754,53,53,1,1
SE0091,sudoku_exchange,diabolical:115908,diabolical,2026,28,53,3.4716981132075473,1.0793876824492703,1,5,1,0.018867924528301886,9,0.16981132075471697,17,0.32075471698113206,1.720068744549685,0.3209876543209877,0.3209876543209877,1.4320987654320987,2,4,2,4,0,4,53,1,2,2,0.03773584905660377,51,3.4716981132075473,3.2549019607843137,0,0,0,6958,8.84779106484485,6904,62398,4833,53,53,1,1
SE0092,sudoku_exchange,diabolical:30006,diabolical,2026,25,56,3.892857142857143,1.309948979591836,2,6,0,0.0,8,0.14285714285714285,11,0.19642857142857142,1.8910823045589198,1.9506172839506175,0.17283950617283947,0.8395061728395063,1,5,2,3,1,4,56,0,0,0,0.0,56,3.892857142857143,3.892857142857143,0,0,0,16927,9.736724334658026,16870,152096,11962,56,56,1,1
SE0093,sudoku_exchange,diabolical:111363,diabolical,2026,28,53,3.5849056603773586,1.0352438590245647,2,6,0,0.0,8,0.1509433962264151,17,0.32075471698113206,1.7805242297719532,1.432098765432099,1.432098765432099,1.4320987654320987,2,5,2,5,0,4,53,0,0,0,0.0,53,3.5849056603773586,3.5849056603773586,0,0,0,17440,9.766579035268668,17386,156719,12796,53,53,1,1
SE0094,sudoku_exchange,diabolical:116120,diabolical,2026,27,54,3.4814814814814814,0.9533607681755828,2,6,0,0.0,9,0.16666666666666666,19,0.35185185185185186,1.739865679233976,1.1111111111111112,0.4444444444444444,1.3333333333333333,1,4,2,4,1,5,54,0,0,0,0.0,54,3.4814814814814814,3.4814814814814814,0,0,0,1948,7.575071699507561,1893,17302,1404,54,54,1,1
SE0095,sudoku_exchange,diabolical:15993,diabolical,2026,27,54,3.6666666666666665,1.1851851851851851,2,6,0,0.0,7,0.12962962962962962,20,0.37037037037037035,1.8087670086196344,3.111111111111111,1.1111111111111112,0.6666666666666666,0,5,2,5,2,4,54,0,0,0,0.0,54,3.6666666666666665,3.6666666666666665,0,0,0,47214,10.76246691769717,47159,424703,34873,54,54,1,1
SE0096,sudoku_exchange,diabolical:82139,diabolical,2026,28,53,3.452830188679245,1.1911712353150588,1,6,2,0.03773584905660377,7,0.1320754716981132,20,0.37735849056603776,1.701538969228879,1.2098765432098766,2.5432098765432096,2.3209876543209873,1,4,2,6,0,5,53,2,3,2,0.05660377358490566,50,3.452830188679245,3.36,0,0,0,6169,8.727454116899434,6115,55299,4453,53,53,1,1
SE0097,sudoku_exchange,diabolical:91844,diabolical,2026,27,54,3.611111111111111,0.9043209876543205,2,6,0,0.0,6,0.1111111111111111,19,0.35185185185185186,1.8002922423049714,2.4444444444444446,0.8888888888888888,1.1111111111111112,1,5,2,4,2,5,54,0,0,0,0.0,54,3.611111111111111,3.611111111111111,0,0,0,11478,9.348274558065496,11423,103073,8143,54,54,1,1
SE0098,sudoku_exchange,diabolical:59874,diabolical,2026,27,54,3.740740740740741,1.5253772290809329,1,6,1,0.018518518518518517,7,0.12962962962962962,17,0.3148148148148148,1.8153622643645466,4.222222222222222,0.4444444444444444,1.3333333333333333,0,6,2,4,1,5,54,1,1,1,0.018518518518518517,53,3.740740740740741,3.6226415094339623,0,0,0,10552,9.26416545867109,10497,94729,7646,54,54,1,1
SE0099,sudoku_exchange,diabolical:88383,diabolical,2026,28,53,3.6226415094339623,1.8576005695977211,2,8,0,0.0,9,0.16981132075471697,22,0.41509433962264153,1.7663117882340884,2.3209876543209873,3.2098765432098766,1.432098765432099,0,5,0,5,1,4,53,0,0,0,0.0,53,3.6226415094339623,3.6226415094339623,0,0,0,244,5.501258210544727,190,1994,114,53,53,1,1
SE0100,sudoku_exchange,diabolical:61526,diabolical,2026,29,52,3.3076923076923075,0.7899408284023662,1,5,1,0.019230769230769232,7,0.1346153846153846,24,0.46153846153846156,1.6663219325335494,0.17283950617283947,0.17283950617283947,1.2839506172839505,3,4,3,4,2,5,52,1,5,4,0.09615384615384616,47,3.3076923076923075,3.127659574468085,0,0,0,4977,8.512783482927537,4924,44584,3506,52,52,1,1
